numero_cartao,validade,limite,data_abertura,id_conta
5413 9684 3984 3846,2029-03-20,19441.499713339115,2021-03-20,86889677-3
3420 251114 75277,2030-04-15,19140.92846909191,2022-04-15,56519259-2
3775 381856 07326,2030-09-01,46250.959404973226,2022-09-01,75976593-9
5102 7914 9799 9698,2028-04-21,33803.6725497094,2020-04-21,97703469-8
3440 262048 16649,2029-01-23,17294.653277135734,2021-01-23,74940797-1
2309 3931 0437 5319,2029-09-12,41895.75042596071,2021-09-12,63114470-3
3764 325117 37489,2030-04-16,20595.516898381687,2022-04-16,52688943-8
5447 6811 5587 3497,2027-08-12,2158.184020682188,2019-08-12,52827354-1
2438 5180 9403 0052,2027-11-11,2506.3934319986133,2019-11-11,21412993-2
3489 427694 10204,2030-09-07,34380.446344242024,2022-09-07,00537070-6
3717 600112 13246,2028-08-07,43415.93172974793,2020-08-07,94577796-4
3493 811329 94249,2027-05-28,20749.883989277227,2019-05-28,72373096-3
3725 442074 31740,2029-01-24,34914.870729932816,2021-01-24,41370902-3
5370 4767 3330 2387,2027-09-25,35194.525737752374,2019-09-25,70162717-2
2424 7198 5042 7096,2029-10-28,35524.61501270679,2021-10-28,73238646-7
5556 6267 4523 0846,2029-10-19,40704.955085914284,2021-10-19,75513601-7
4920 9339 1633 2134,2028-11-18,25597.230137567836,2020-11-18,36098242-8
5207 8113 1323 4833,2027-09-11,2792.7474934525308,2019-09-11,95010866-X
4777 4828 1940 5278,2027-04-26,31343.124243672515,2019-04-26,59811814-3
2646 5233 0568 8282,2027-06-20,43587.03995983302,2019-06-20,41882568-2
2447 8908 9053 3244,2028-03-26,11275.516233506673,2020-03-26,69769545-9
2361 3361 2368 6625,2027-12-01,2842.1175123352705,2019-12-01,36014852-9
5422 5581 3488 2956,2029-11-03,37573.70469257459,2021-11-03,19620363-X
3460 023109 01805,2029-01-14,7132.968758837055,2021-01-14,73331267-4
4235 7437 9185 5228,2028-09-07,15076.141252289455,2020-09-07,00437385-X
3796 084285 93068,2028-02-03,6156.297273480465,2020-02-03,76672752-2
5397 2376 6880 7579,2027-12-01,44623.97040041235,2019-12-01,44937473-X
4116 1211 9444 5026,2028-04-18,25770.97096401903,2020-04-18,43435454-4
2557 6060 5647 1045,2029-11-17,35746.79935088698,2021-11-17,62712236-9
3430 688009 90544,2027-03-17,7128.245949866378,2019-03-17,14986486-X
2274 0299 9268 3700,2027-04-08,44609.715370804945,2019-04-08,86438328-2
4157 8100 7553 1322,2028-03-06,13968.009151529492,2020-03-06,93399889-1
4766 1843 6959 2157,2027-12-27,23638.54883975982,2019-12-27,40946735-5
4989 2448 0775 2010,2030-02-28,5892.877433477664,2022-02-28,14656302-5
4570 0880 9047 3353,2029-11-22,29686.440234730384,2021-11-22,64451523-X
3490 821212 59038,2027-05-10,38474.57777444875,2019-05-10,53353504-7
3758 127757 19425,2030-11-20,46679.67286171346,2022-11-20,87667951-5
3792 577561 40249,2030-08-10,38486.33901767209,2022-08-10,94455538-4
3409 495373 44100,2029-01-04,44610.3240999875,2021-01-04,70470920-9
4602 7949 4707 0175,2029-10-12,22461.745904827774,2021-10-12,47712632-4
4008 1020 7744 4196,2029-06-29,30726.300321401795,2021-06-29,96709048-4
5459 4335 4836 9923,2027-04-01,10128.530206634725,2019-04-01,00197690-4
4952 4134 6468 4708,2027-10-22,2084.3133229770046,2019-10-22,97726557-3
4250 8404 9916 5569,2028-05-16,47949.213058520865,2020-05-16,81682557-2
5190 2387 1154 7526,2029-01-03,5538.373470936194,2021-01-03,20861627-4
3434 575458 12883,2029-11-30,42069.87949617862,2021-11-30,93746941-4
4415 1656 2713 2568,2029-06-05,49344.841440567696,2021-06-05,76097211-6
4408 4937 7621 1879,2030-01-16,17441.30289285602,2022-01-16,35036352-5
3732 636392 67411,2027-09-12,5859.859156230528,2019-09-12,50702132-2
4176 0135 4492 7927,2030-06-09,30855.614857578927,2022-06-09,35764879-5
4989 0357 9961 6621,2030-02-27,39668.152887762604,2022-02-27,72160544-9
2276 8657 5520 6736,2029-12-06,33998.39710672974,2021-12-06,54647250-6
5393 7451 3144 7793,2027-11-09,27425.3108321454,2019-11-09,65622494-5
3440 926444 96426,2028-10-27,12177.222949304487,2020-10-27,57533706-1
3775 756502 43609,2029-08-06,21218.168574250376,2021-08-06,97653616-4
4091 3686 3327 1500,2029-09-21,25378.451050115946,2021-09-21,35688880-X
3445 021361 70065,2029-10-25,22442.09449509433,2021-10-25,32897627-6
3472 083610 06803,2028-05-29,25789.03634993561,2020-05-29,27158639-X
3749 061506 59858,2027-10-19,25238.642659189903,2019-10-19,91873853-6
4394 7648 6226 3909,2030-02-28,48226.15125641827,2022-02-28,90421362-5
4727 8889 5020 5098,2029-08-14,32352.626158685754,2021-08-14,44977407-2
3448 212729 17604,2027-01-27,36900.10910559383,2019-01-27,32897627-6
4513 8986 3842 1585,2027-03-03,1583.232159224262,2019-03-03,98389290-3
2451 2256 2462 7637,2029-03-25,11096.433947766789,2021-03-25,15850477-3
2449 9204 3258 4021,2029-08-27,32563.403041691792,2021-08-27,42374745-1
3430 481119 81572,2030-09-09,20175.90883997729,2022-09-09,73046399-X
3483 255112 96073,2029-08-14,15878.41087508692,2021-08-14,83362948-4
2602 0829 4087 9261,2029-12-28,46637.38806165819,2021-12-28,03894649-4
3783 014371 04629,2028-09-28,37635.9790924286,2020-09-28,59197352-X
3742 341799 77619,2028-11-22,21725.74055592142,2020-11-22,31380483-X
2232 1838 2865 5415,2028-06-27,31825.859070332917,2020-06-27,29989049-7
2720 8126 5539 5567,2028-04-26,17726.545903072867,2020-04-26,21156101-7
3455 156638 16917,2027-08-10,4107.01414936687,2019-08-10,62563903-8
3717 528572 77906,2029-10-07,26105.169252150612,2021-10-07,40793459-X
4656 8139 7046 6277,2029-12-09,49808.40738342486,2021-12-09,96709048-4
3420 522218 49258,2027-12-18,38612.94879685383,2019-12-18,88718488-X
4871 6137 9813 3219,2027-01-19,10693.805439569838,2019-01-19,22785684-2
3740 559265 49942,2027-02-09,20593.609148445994,2019-02-09,61072585-8
4989 7003 2146 5843,2029-04-07,48577.81791003533,2021-04-07,99715684-5
2563 9711 4226 1228,2027-04-08,46153.61437728054,2019-04-08,67629913-4
3788 052326 15712,2027-01-15,23500.108515713237,2019-01-15,47622458-5
3734 032402 39157,2029-08-05,3299.730291477624,2021-08-05,52460158-2
2294 7646 8456 0628,2029-06-23,37151.98627525666,2021-06-23,46279982-1
3401 791616 84767,2028-06-22,40602.69469132415,2020-06-22,68884508-1
5304 6469 8889 4756,2029-06-17,42254.08400840953,2021-06-17,76918139-6
2421 7786 4787 0391,2030-04-13,33905.310563773186,2022-04-13,37105545-X
2519 1216 3825 8669,2028-08-11,36218.2505233177,2020-08-11,03673211-8
3408 220266 28848,2029-03-07,33053.35230491959,2021-03-07,44285545-3
4853 8450 7955 3556,2028-09-13,9389.120522064966,2020-09-13,50883859-X
2228 4550 8649 3457,2030-03-14,32212.07150278808,2022-03-14,97628053-9
3794 485640 21255,2029-11-06,1780.3672926191077,2021-11-06,77588223-2
2603 7427 8642 4998,2029-06-24,28314.92549453371,2021-06-24,39168959-7
4592 1141 3583 7867,2028-05-25,31165.526096386107,2020-05-25,33811895-5
4237 1873 9481 4620,2030-02-18,42400.95426485669,2022-02-18,53075070-5
5434 5571 7423 8703,2029-09-21,10153.301879375604,2021-09-21,47769201-1
4775 4401 6469 0136,2029-09-18,43936.106748274564,2021-09-18,06953968-X
2656 8240 4975 3524,2030-09-24,40695.85824059238,2022-09-24,27652779-8
3704 582823 01847,2027-09-30,4689.237864551832,2019-09-30,18587398-5
2593 6495 7110 9365,2028-11-26,5264.572910129309,2020-11-26,35497729-X
2255 3322 6504 2486,2028-11-22,28613.062238831295,2020-11-22,15478240-2
2379 5401 3674 9482,2029-04-14,39540.04919498233,2021-04-14,58833612-1
2515 8923 0419 2861,2030-07-04,33588.21116745849,2022-07-04,12586706-X
5407 2247 6673 5223,2030-03-26,49662.2198834614,2022-03-26,69207913-3
4434 1280 7760 2255,2028-09-01,25701.097675804023,2020-09-01,48627909-8
5229 7033 3053 1339,2029-12-19,44586.045176810425,2021-12-19,07125291-5
3735 470719 29284,2030-07-08,6555.794080342188,2022-07-08,21499919-6
4189 5826 1762 1927,2028-06-04,43462.33471629755,2020-06-04,69207193-3
3716 986449 51776,2029-10-09,23812.368144214357,2021-10-09,39852410-4
4903 3804 1047 1060,2030-06-02,37249.78133963467,2022-06-02,72173541-X
2430 3171 7642 1208,2027-08-04,44604.432782088305,2019-08-04,47406377-5
2676 8063 1975 1771,2029-04-30,32868.81257169385,2021-04-30,45412205-8
4845 4764 8523 5793,2030-12-13,12284.951895149634,2022-12-13,83665984-5
3440 675377 59965,2029-02-27,48086.57582225631,2021-02-27,52990743-7
5311 9604 7486 3121,2028-02-12,42772.403491159675,2020-02-12,37086713-X
2517 0964 6735 3215,2027-06-10,33790.90638226574,2019-06-10,84342564-1
4306 3995 7282 3192,2027-10-05,38206.15872719156,2019-10-05,02293493-4
3478 146292 66772,2030-07-12,37247.29731670346,2022-07-12,23196327-6
4326 2377 6791 4168,2030-02-15,49187.63206148863,2022-02-15,28297960-4
2453 1415 4528 8011,2028-03-26,48842.91880190974,2020-03-26,10402473-4
3460 322360 36873,2028-06-12,42446.296293324755,2020-06-12,21562982-X
5116 1815 8978 3784,2030-03-27,40952.4046699349,2022-03-27,70577185-9
4686 4922 0917 5076,2030-06-21,42581.61831748927,2022-06-21,46399919-7
3740 990369 50731,2027-02-17,49856.948458494095,2019-02-17,63531125-3
4608 4021 2801 7288,2027-11-08,4621.82212158376,2019-11-08,51805394-X
3428 755821 59150,2029-12-30,29045.348337192896,2021-12-30,02902801-6
4615 6623 6830 7936,2028-05-27,1486.2415980336857,2020-05-27,79237399-5
5544 9890 5477 4399,2029-06-09,43179.72648419986,2021-06-09,45626720-4
4303 2401 0844 5006,2028-08-03,35280.66541704386,2020-08-03,31684087-3
3772 501113 40606,2029-02-16,48702.20895860753,2021-02-16,13415677-8
4942 8827 5867 3275,2028-10-28,5401.158247096159,2020-10-28,19865787-9
3717 469161 01909,2029-05-21,2938.73977582397,2021-05-21,74779632-8
2261 8022 0310 0549,2027-11-10,26229.70634902976,2019-11-10,09004972-2
4134 0973 8521 4124,2030-09-24,15785.001590940976,2022-09-24,83428060-2
2689 1211 0462 0727,2027-10-29,45977.196621546755,2019-10-29,74912266-3
4768 8302 3612 5468,2028-03-31,10053.116087109356,2020-03-31,93746941-4
3497 596058 28384,2030-05-17,40516.34946856355,2022-05-17,64531971-1
4567 7814 9976 9687,2030-06-05,8845.917181784132,2022-06-05,90476362-3
3732 233877 25259,2029-02-02,25588.299989036914,2021-02-02,15914337-6
2595 9223 3451 3266,2029-09-07,35871.409111347115,2021-09-07,57247973-6
2508 5899 9056 1313,2029-03-11,24963.863581746322,2021-03-11,16968581-6
5492 6317 6286 8905,2029-07-11,19461.95272031582,2021-07-11,15567531-6
4261 4824 7049 9555,2030-03-06,38385.28027170389,2022-03-06,24730958-5
4065 2242 5197 8144,2027-06-27,16624.51012954046,2019-06-27,45403003-X
3701 343683 26905,2029-02-01,49085.86897986388,2021-02-01,23357839-9
5134 2392 5680 9205,2030-12-16,15078.103097627587,2022-12-16,11156658-6
4934 7894 4214 3278,2027-11-17,35694.728447503316,2019-11-17,55459441-3
2475 1699 9952 6226,2030-01-26,2433.7494122284797,2022-01-26,40946735-5
4538 8268 4203 1974,2030-03-06,17368.600224884536,2022-03-06,47859630-2
2333 4608 3569 4472,2028-02-28,34043.79246086543,2020-02-28,56292594-2
4716 0760 8702 4383,2029-09-07,48659.89425863396,2021-09-07,35697029-X
3423 106648 73668,2028-06-04,22228.42831823358,2020-06-04,57764852-6
5586 3848 9791 2308,2029-03-17,21858.674745431992,2021-03-17,71570057-4
4690 7193 7230 1145,2028-05-15,22642.94897406554,2020-05-15,67494629-1
3435 695895 01212,2027-03-29,27290.392068760215,2019-03-29,52177806-1
3742 879595 05794,2027-04-24,27924.983793170413,2019-04-24,43254878-X
3435 776964 01374,2029-03-19,32586.2084266227,2021-03-19,16891241-4
3414 898918 29437,2027-09-05,21930.93684100837,2019-09-05,25860336-6
4146 6625 6704 9360,2029-02-02,39438.03928358786,2021-02-02,93796733-1
3789 166175 65172,2028-08-17,23479.90114222853,2020-08-17,21536908-8
5435 4186 7690 1570,2030-11-18,48361.391668483906,2022-11-18,08030931-X
4513 5412 8954 2099,2029-02-17,4091.4360932878567,2021-02-17,08229075-6
4571 7077 9637 6656,2030-10-03,31348.978844318153,2022-10-03,79298408-1
3401 220834 40744,2027-05-02,20705.24509105541,2019-05-02,27652779-8
5422 3361 6134 7460,2027-01-15,40407.365383071294,2019-01-15,69339651-2
2560 8225 8982 1383,2028-11-10,16603.0930954989,2020-11-10,69424746-2
3483 846909 06796,2028-06-07,11842.152336269544,2020-06-07,67692547-X
4918 8410 9844 6214,2030-11-14,18549.878856658856,2022-11-14,22589376-2
5578 8092 0413 4139,2027-12-25,1243.9934080405558,2019-12-25,21855393-1
3430 324976 14767,2027-05-30,19751.43855954838,2019-05-30,22565779-4
5249 5145 9714 5598,2030-09-02,42290.83141289407,2022-09-02,24671006-3
4649 5194 2426 8868,2029-09-23,18722.842337933143,2021-09-23,47250678-7
4772 3723 2378 3309,2030-05-14,10304.313513916633,2022-05-14,23309770-2
3748 571693 63810,2030-09-13,28554.76096665577,2022-09-13,87064268-X
4271 4773 9760 2750,2027-11-04,22123.56701663537,2019-11-04,11565734-4
3722 951375 28952,2027-05-07,8013.1749102315125,2019-05-07,82352461-2
4677 2776 1280 1744,2028-01-10,10461.246618652513,2020-01-10,53384773-9
3422 420829 77161,2029-10-23,20315.2781536539,2021-10-23,35815382-X
4612 8948 8719 0609,2028-12-02,23150.067897776542,2020-12-02,37299202-8
2386 9597 6782 9770,2027-10-15,2266.8355212799706,2019-10-15,22367985-2
3442 422224 54244,2029-09-03,8997.258310167334,2021-09-03,13158262-7
4459 5815 0718 2340,2030-02-15,44183.79426007235,2022-02-15,59138917-4
3472 136391 21160,2027-01-11,33070.47682445169,2019-01-11,63324944-X
4640 9514 0919 2111,2028-04-18,1608.4939522146537,2020-04-18,02467166-4
3478 746440 85359,2027-07-03,8985.691582299945,2019-07-03,32018056-1
4067 8819 1157 7257,2030-08-22,22941.90492793621,2022-08-22,18478897-X
3452 111069 23003,2029-10-31,23691.58035789886,2021-10-31,36464624-X
3477 769621 60310,2029-06-18,43765.58938662059,2021-06-18,83362948-4
5473 1306 5469 1759,2027-06-15,30090.575566615324,2019-06-15,74625107-4
3778 759638 60838,2028-07-15,43801.829384012206,2020-07-15,68301273-X
4621 2042 3165 9748,2030-03-06,17359.061048730793,2022-03-06,78056202-X
4526 8717 9055 0850,2027-02-11,22304.526583093735,2019-02-11,80668038-7
3736 754781 95314,2029-12-01,15433.449994186498,2021-12-01,83036465-X
4136 9154 2769 6057,2029-08-18,31471.822355921984,2021-08-18,84591193-9
3797 701164 04576,2029-11-18,22195.4360133049,2021-11-18,67692547-X
4991 5785 8021 0696,2028-12-22,22816.745182102186,2020-12-22,03651500-2
4687 3767 6242 4857,2029-06-17,33485.082921159046,2021-06-17,87424959-3
4350 5862 2929 5551,2030-06-15,43690.033376781896,2022-06-15,03121947-5
5170 8586 2979 5133,2030-02-22,19721.66523472439,2022-02-22,54006683-4
3470 006216 28355,2028-07-24,8008.038277335137,2020-07-24,13960560-X
4779 8195 3244 5461,2030-08-06,11332.59206751733,2022-08-06,26095980-7
2251 8923 3178 1007,2027-05-20,47536.540086656925,2019-05-20,70360097-4
4132 8601 9132 6156,2029-07-26,26055.39765462052,2021-07-26,36931346-X
2463 1693 7177 8977,2029-12-11,19623.13082625846,2021-12-11,90364540-2
3783 331786 18061,2030-07-17,16858.824129225344,2022-07-17,13297637-5
5579 8435 6403 8332,2027-05-28,31160.237339636842,2019-05-28,67868606-1
2665 9348 6113 6994,2029-08-31,34470.270281075565,2021-08-31,20012259-4
3455 068404 11037,2027-10-02,30547.006456375813,2019-10-02,69661754-6
2348 6949 1180 5890,2027-06-14,4496.917210503772,2019-06-14,84396028-9
3766 325113 70963,2030-06-09,27128.348986622037,2022-06-09,22367985-2
3488 252559 96200,2029-07-22,19787.468562748803,2021-07-22,71314806-X
3770 769243 33649,2030-02-10,2318.192325916314,2022-02-10,79756656-9
2646 3864 5209 1092,2027-10-18,21825.59158874052,2019-10-18,80231298-6
3742 481315 88223,2029-05-09,16327.41903134076,2021-05-09,14725506-X
2587 3092 8356 6380,2030-05-27,4733.662788789405,2022-05-27,31146013-X
4733 3835 8998 6427,2028-10-06,20181.355384859995,2020-10-06,97789639-1
4401 0755 1926 5986,2030-08-10,37341.08059622176,2022-08-10,05747715-1
2665 4453 3078 2953,2027-03-22,17428.05024213757,2019-03-22,40793459-X
3486 161291 49302,2028-07-29,15710.48547505795,2020-07-29,05799798-4
3792 255558 79739,2030-12-04,3755.8083874229774,2022-12-04,53075070-5
3424 075355 94406,2030-03-26,7461.5798413641,2022-03-26,59262927-2
3427 176965 50579,2029-03-11,1448.944475898104,2021-03-11,20193242-8
5521 2454 1831 7004,2027-07-26,7954.996057465372,2019-07-26,28529103-X
3750 004894 07764,2027-12-18,45363.07206482196,2019-12-18,50909918-X
4474 2293 7226 7785,2028-05-21,14344.570286376496,2020-05-21,27158639-X
5514 5526 9240 6489,2028-10-20,17887.80232022813,2020-10-20,91039275-1
4894 6327 6084 7260,2028-12-31,2327.2720627581025,2020-12-31,23879014-8
4357 7978 5147 7028,2027-03-03,19654.03145759645,2019-03-03,73061423-3
3766 858483 16992,2027-12-21,9723.820594743123,2019-12-21,61145445-X
4593 8653 9156 8129,2027-06-16,25589.481380509733,2019-06-16,98867898-X
2665 3158 0156 2780,2030-08-01,33025.473866346125,2022-08-01,23388176-5
4728 2098 9617 6807,2030-10-09,21221.21625551607,2022-10-09,47923040-9
2631 6913 0412 5635,2030-11-03,38885.06620095646,2022-11-03,76404503-9
3747 156424 24023,2028-02-21,3494.5339833398975,2020-02-21,05747715-1
2631 9141 1188 3810,2030-01-05,13689.86862804289,2022-01-05,68156018-X
3412 474690 77486,2029-03-30,9838.984135144081,2021-03-30,69979542-9
5451 6012 8041 2717,2029-08-05,32573.233206563847,2021-08-05,97726557-3
3706 326840 70156,2028-11-22,5239.006795970447,2020-11-22,31626053-3
3443 809681 64484,2027-06-19,40510.626237011085,2019-06-19,72308228-4
4446 0330 8509 9559,2027-01-04,6625.516668891877,2019-01-04,85021288-8
4173 3378 8114 7515,2030-08-11,48757.774265256696,2022-08-11,73238646-7
5570 7879 2817 6628,2028-07-08,34273.15301078596,2020-07-08,01373756-4
4599 6443 4843 1390,2030-06-22,36669.97954574069,2022-06-22,09646603-8
3412 264691 05372,2030-04-21,45566.524641530865,2022-04-21,85478270-X
4849 3939 3988 8257,2027-10-26,9597.069501344578,2019-10-26,32795478-8
4800 2347 9175 6256,2029-02-18,41916.980436269165,2021-02-18,96247412-X
4055 4364 2490 3732,2030-04-24,47158.13034733999,2022-04-24,04973055-6
5586 4335 9036 8571,2030-03-28,30350.83137942566,2022-03-28,04095702-5
3730 788390 93379,2029-10-15,20070.409127297193,2021-10-15,69841199-1
4808 3029 0715 0540,2027-09-26,22259.249729361327,2019-09-26,82953558-8
4620 9368 2269 4268,2029-05-15,47353.52279969955,2021-05-15,39630293-X
4360 0499 3166 4083,2027-07-13,4254.264704747205,2019-07-13,20481129-5
2550 7650 8650 8171,2028-08-15,48567.68446898557,2020-08-15,95874467-7
2538 5075 9235 5318,2028-09-22,30085.602263345852,2020-09-22,29189874-3
5351 7604 5053 1788,2027-12-28,17673.20453282622,2019-12-28,92335814-X
4760 9133 0222 9980,2029-11-09,7234.912938526047,2021-11-09,09483893-6
3404 685730 45695,2027-07-22,16062.188675798341,2019-07-22,46053176-4
4134 7467 6327 8636,2030-04-17,11705.142762944413,2022-04-17,63648742-9
3442 796594 51590,2028-05-28,5417.440783148446,2020-05-28,51066821-9
4239 2345 6697 3889,2028-05-29,49892.04350340522,2020-05-29,85168604-5
3430 463816 24062,2028-05-17,18473.285187723082,2020-05-17,30458786-X
3798 568123 96065,2027-07-08,35420.27677619631,2019-07-08,83260978-4
3430 402253 09626,2027-09-05,11400.151531160363,2019-09-05,44841565-3
3780 270366 83602,2028-01-12,24059.360405892752,2020-01-12,91039275-1
3491 445533 36849,2029-09-12,45677.35082666828,2021-09-12,59329620-1
3775 874045 33441,2030-10-02,44898.63441045651,2022-10-02,58537528-4
5534 4866 9070 9618,2028-09-12,9349.148674741267,2020-09-12,63394464-7
4314 5562 0579 6547,2028-10-03,16221.561069467785,2020-10-03,02156221-X
3410 935068 67087,2027-04-13,9661.956538425487,2019-04-13,21126234-4
2447 9802 7571 8229,2029-10-31,20792.226474494128,2021-10-31,27727958-1
4124 3311 5662 1148,2028-02-17,11907.31740864277,2020-02-17,12664799-6
5596 9696 7645 7885,2027-10-10,3733.0685908336072,2019-10-10,63303813-5
4891 5513 0198 1011,2030-10-17,26909.839709977525,2022-10-17,67919296-5
2464 2797 5982 0553,2030-06-20,26595.925180985047,2022-06-20,16761472-8
3432 062000 79480,2029-02-10,47909.78918535799,2021-02-10,02447789-X
3478 329173 97539,2029-12-27,45857.95939360469,2021-12-27,16248880-3
3754 990619 96303,2028-11-07,18622.926346743425,2020-11-07,90493568-6
3444 142203 85619,2028-05-26,33604.368735228396,2020-05-26,14818495-9
2426 2640 6180 6026,2027-09-06,19635.56081028407,2019-09-06,43943361-6
3452 606426 88885,2029-12-27,35202.70339582987,2021-12-27,43719773-X
